filename,path,point_id,direction,grid_id,district,sample_id,sample_type,ori_level,urban_type,func_zone,stability_level
7062_106.530847759_29.795607299_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7062_106.530847759_29.795607299_0_202305.jpg,7062,0,R075C055,北碚区,398,sensitivity,ORI低,乡村/自然,居住主导,显著变化
7062_106.530847759_29.795607299_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7062_106.530847759_29.795607299_90_202305.jpg,7062,90,R075C055,北碚区,398,sensitivity,ORI低,乡村/自然,居住主导,显著变化
17488_106.684547327_29.7934225541_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/17488_106.684547327_29.7934225541_270_202305.jpg,17488,270,R075C085,渝北区,44,main,ORI中,密集城区,混合/非居住,稳定
17488_106.684547327_29.7934225541_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/17488_106.684547327_29.7934225541_90_202305.jpg,17488,90,R075C085,渝北区,44,main,ORI中,密集城区,混合/非居住,稳定
17488_106.684547327_29.7934225541_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/17488_106.684547327_29.7934225541_180_202305.jpg,17488,180,R075C085,渝北区,44,main,ORI中,密集城区,混合/非居住,稳定
17488_106.684547327_29.7934225541_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/17488_106.684547327_29.7934225541_0_202305.jpg,17488,0,R075C085,渝北区,44,main,ORI中,密集城区,混合/非居住,稳定
1572_106.715244757_29.7938618796_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/1572_106.715244757_29.7938618796_180_202305.jpg,1572,180,R075C091,渝北区,28,main,ORI低,密集城区,居住主导,稳定
1572_106.715244757_29.7938618796_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/1572_106.715244757_29.7938618796_0_202305.jpg,1572,0,R075C091,渝北区,28,main,ORI低,密集城区,居住主导,稳定
1572_106.715244757_29.7938618796_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/1572_106.715244757_29.7938618796_270_202305.jpg,1572,270,R075C091,渝北区,28,main,ORI低,密集城区,居住主导,稳定
1572_106.715244757_29.7938618796_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/1572_106.715244757_29.7938618796_90_202305.jpg,1572,90,R075C091,渝北区,28,main,ORI低,密集城区,居住主导,稳定
7067_106.509787548_29.7938651621_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7067_106.509787548_29.7938651621_90_202305.jpg,7067,90,R076C051,北碚区,331,main,ORI中,密集城区,混合/非居住,基本稳定-局部变化
7067_106.509787548_29.7938651621_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7067_106.509787548_29.7938651621_270_202305.jpg,7067,270,R076C051,北碚区,331,main,ORI中,密集城区,混合/非居住,基本稳定-局部变化
7067_106.509787548_29.7938651621_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7067_106.509787548_29.7938651621_180_202305.jpg,7067,180,R076C051,北碚区,331,main,ORI中,密集城区,混合/非居住,基本稳定-局部变化
7067_106.509787548_29.7938651621_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7067_106.509787548_29.7938651621_0_202305.jpg,7067,0,R076C051,北碚区,331,main,ORI中,密集城区,混合/非居住,基本稳定-局部变化
7056_106.529685235_29.7925072481_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7056_106.529685235_29.7925072481_180_202305.jpg,7056,180,R076C055,北碚区,378,sensitivity,ORI中,一般建成区,混合/非居住,显著变化
7056_106.529685235_29.7925072481_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7056_106.529685235_29.7925072481_90_202305.jpg,7056,90,R076C055,北碚区,378,sensitivity,ORI中,一般建成区,混合/非居住,显著变化
7056_106.529685235_29.7925072481_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7056_106.529685235_29.7925072481_0_202305.jpg,7056,0,R076C055,北碚区,378,sensitivity,ORI中,一般建成区,混合/非居住,显著变化
7056_106.529685235_29.7925072481_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7056_106.529685235_29.7925072481_270_202305.jpg,7056,270,R076C055,北碚区,378,sensitivity,ORI中,一般建成区,混合/非居住,显著变化
1571_106.71302914_29.7892446077_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/1571_106.71302914_29.7892446077_270_202305.jpg,1571,270,R076C091,渝北区,25,main,ORI低,密集城区,居住主导,稳定
1571_106.71302914_29.7892446077_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/1571_106.71302914_29.7892446077_0_202305.jpg,1571,0,R076C091,渝北区,25,main,ORI低,密集城区,居住主导,稳定
1571_106.71302914_29.7892446077_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/1571_106.71302914_29.7892446077_90_202305.jpg,1571,90,R076C091,渝北区,25,main,ORI低,密集城区,居住主导,稳定
1571_106.71302914_29.7892446077_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/1571_106.71302914_29.7892446077_180_202305.jpg,1571,180,R076C091,渝北区,25,main,ORI低,密集城区,居住主导,稳定
7710_106.527809939_29.7862899189_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7710_106.527809939_29.7862899189_270_202305.jpg,7710,270,R077C055,北碚区,328,main,ORI中,一般建成区,混合/非居住,稳定
7710_106.527809939_29.7862899189_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7710_106.527809939_29.7862899189_90_202305.jpg,7710,90,R077C055,北碚区,328,main,ORI中,一般建成区,混合/非居住,稳定
7710_106.527809939_29.7862899189_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7710_106.527809939_29.7862899189_180_202305.jpg,7710,180,R077C055,北碚区,328,main,ORI中,一般建成区,混合/非居住,稳定
7710_106.527809939_29.7862899189_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7710_106.527809939_29.7862899189_0_202305.jpg,7710,0,R077C055,北碚区,328,main,ORI中,一般建成区,混合/非居住,稳定
8831_106.490367363_29.7789260687_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/8831_106.490367363_29.7789260687_180_202305.jpg,8831,180,R079C048,北碚区,336,main,ORI高,密集城区,居住主导,稳定
8831_106.490367363_29.7789260687_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/8831_106.490367363_29.7789260687_0_202305.jpg,8831,0,R079C048,北碚区,336,main,ORI高,密集城区,居住主导,稳定
8831_106.490367363_29.7789260687_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/8831_106.490367363_29.7789260687_90_202305.jpg,8831,90,R079C048,北碚区,336,main,ORI高,密集城区,居住主导,稳定
8831_106.490367363_29.7789260687_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/8831_106.490367363_29.7789260687_270_202305.jpg,8831,270,R079C048,北碚区,336,main,ORI高,密集城区,居住主导,稳定
7560_106.495951554_29.7791949978_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7560_106.495951554_29.7791949978_180_202305.jpg,7560,180,R079C049,北碚区,335,main,ORI高,密集城区,居住主导,稳定
7560_106.495951554_29.7791949978_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7560_106.495951554_29.7791949978_0_202305.jpg,7560,0,R079C049,北碚区,335,main,ORI高,密集城区,居住主导,稳定
7560_106.495951554_29.7791949978_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7560_106.495951554_29.7791949978_90_202305.jpg,7560,90,R079C049,北碚区,335,main,ORI高,密集城区,居住主导,稳定
7560_106.495951554_29.7791949978_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7560_106.495951554_29.7791949978_270_202305.jpg,7560,270,R079C049,北碚区,335,main,ORI高,密集城区,居住主导,稳定
7643_106.667504193_29.7775236481_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7643_106.667504193_29.7775236481_0_202305.jpg,7643,0,R079C082,渝北区,64,main,ORI中,密集城区,混合/非居住,稳定
7643_106.667504193_29.7775236481_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7643_106.667504193_29.7775236481_270_202305.jpg,7643,270,R079C082,渝北区,64,main,ORI中,密集城区,混合/非居住,稳定
7643_106.667504193_29.7775236481_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7643_106.667504193_29.7775236481_180_202305.jpg,7643,180,R079C082,渝北区,64,main,ORI中,密集城区,混合/非居住,稳定
7643_106.667504193_29.7775236481_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7643_106.667504193_29.7775236481_90_202305.jpg,7643,90,R079C082,渝北区,64,main,ORI中,密集城区,混合/非居住,稳定
7860_106.48466363_29.7677236875_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7860_106.48466363_29.7677236875_90_202305.jpg,7860,90,R081C046,北碚区,321,main,ORI低,乡村/自然,居住主导,基本稳定-局部变化
7860_106.48466363_29.7677236875_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7860_106.48466363_29.7677236875_180_202305.jpg,7860,180,R081C046,北碚区,321,main,ORI低,乡村/自然,居住主导,基本稳定-局部变化
7860_106.48466363_29.7677236875_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7860_106.48466363_29.7677236875_0_202305.jpg,7860,0,R081C046,北碚区,321,main,ORI低,乡村/自然,居住主导,基本稳定-局部变化
7860_106.48466363_29.7677236875_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7860_106.48466363_29.7677236875_270_202305.jpg,7860,270,R081C046,北碚区,321,main,ORI低,乡村/自然,居住主导,基本稳定-局部变化
3239_106.556593173_29.7694866035_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/3239_106.556593173_29.7694866035_180_202305.jpg,3239,180,R081C060,北碚区,320,main,ORI低,一般建成区,混合/非居住,基本稳定-局部变化
3239_106.556593173_29.7694866035_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/3239_106.556593173_29.7694866035_0_202305.jpg,3239,0,R081C060,北碚区,320,main,ORI低,一般建成区,混合/非居住,基本稳定-局部变化
3239_106.556593173_29.7694866035_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/3239_106.556593173_29.7694866035_90_202305.jpg,3239,90,R081C060,北碚区,320,main,ORI低,一般建成区,混合/非居住,基本稳定-局部变化
3239_106.556593173_29.7694866035_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/3239_106.556593173_29.7694866035_270_202305.jpg,3239,270,R081C060,北碚区,320,main,ORI低,一般建成区,混合/非居住,基本稳定-局部变化
7702_106.53634082_29.76683951_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7702_106.53634082_29.76683951_0_202305.jpg,7702,0,R082C056,渝北区,387,sensitivity,ORI低,一般建成区,混合/非居住,显著变化
7702_106.53634082_29.76683951_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7702_106.53634082_29.76683951_270_202305.jpg,7702,270,R082C056,渝北区,387,sensitivity,ORI低,一般建成区,混合/非居住,显著变化
7702_106.53634082_29.76683951_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7702_106.53634082_29.76683951_90_202305.jpg,7702,90,R082C056,渝北区,387,sensitivity,ORI低,一般建成区,混合/非居住,显著变化
7702_106.53634082_29.76683951_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/7702_106.53634082_29.76683951_180_202305.jpg,7702,180,R082C056,渝北区,387,sensitivity,ORI低,一般建成区,混合/非居住,显著变化
3248_106.633522514_29.7625031384_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/3248_106.633522514_29.7625031384_270_202305.jpg,3248,270,R082C075,渝北区,87,main,ORI高,密集城区,混合/非居住,稳定
3248_106.633522514_29.7625031384_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/3248_106.633522514_29.7625031384_90_202305.jpg,3248,90,R082C075,渝北区,87,main,ORI高,密集城区,混合/非居住,稳定
3248_106.633522514_29.7625031384_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/3248_106.633522514_29.7625031384_180_202305.jpg,3248,180,R082C075,渝北区,87,main,ORI高,密集城区,混合/非居住,稳定
3248_106.633522514_29.7625031384_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/3248_106.633522514_29.7625031384_0_202305.jpg,3248,0,R082C075,渝北区,87,main,ORI高,密集城区,混合/非居住,稳定
13798_106.709815042_29.7621535598_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/13798_106.709815042_29.7621535598_90_202305.jpg,13798,90,R082C090,渝北区,10,main,ORI低,乡村/自然,混合/非居住,基本稳定-局部变化
13798_106.709815042_29.7621535598_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/13798_106.709815042_29.7621535598_270_202305.jpg,13798,270,R082C090,渝北区,10,main,ORI低,乡村/自然,混合/非居住,基本稳定-局部变化
13798_106.709815042_29.7621535598_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/13798_106.709815042_29.7621535598_0_202305.jpg,13798,0,R082C090,渝北区,10,main,ORI低,乡村/自然,混合/非居住,基本稳定-局部变化
13798_106.709815042_29.7621535598_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/13798_106.709815042_29.7621535598_180_202305.jpg,13798,180,R082C090,渝北区,10,main,ORI低,乡村/自然,混合/非居住,基本稳定-局部变化
5088_106.46922237_29.7621982628_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/5088_106.46922237_29.7621982628_270_202305.jpg,5088,270,R083C043,北碚区,334,main,ORI高,密集城区,居住主导,稳定
5088_106.46922237_29.7621982628_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/5088_106.46922237_29.7621982628_0_202305.jpg,5088,0,R083C043,北碚区,334,main,ORI高,密集城区,居住主导,稳定
5088_106.46922237_29.7621982628_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/5088_106.46922237_29.7621982628_180_202305.jpg,5088,180,R083C043,北碚区,334,main,ORI高,密集城区,居住主导,稳定
5088_106.46922237_29.7621982628_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/5088_106.46922237_29.7621982628_90_202305.jpg,5088,90,R083C043,北碚区,334,main,ORI高,密集城区,居住主导,稳定
6415_106.660064725_29.7585779529_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/6415_106.660064725_29.7585779529_90_202305.jpg,6415,90,R083C080,渝北区,18,main,ORI低,一般建成区,混合/非居住,稳定
6415_106.660064725_29.7585779529_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/6415_106.660064725_29.7585779529_270_202305.jpg,6415,270,R083C080,渝北区,18,main,ORI低,一般建成区,混合/非居住,稳定
6415_106.660064725_29.7585779529_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/6415_106.660064725_29.7585779529_0_202305.jpg,6415,0,R083C080,渝北区,18,main,ORI低,一般建成区,混合/非居住,稳定
6415_106.660064725_29.7585779529_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/6415_106.660064725_29.7585779529_180_202305.jpg,6415,180,R083C080,渝北区,18,main,ORI低,一般建成区,混合/非居住,稳定
6410_106.68367735_29.7567249762_90_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/6410_106.68367735_29.7567249762_90_202305.jpg,6410,90,R083C085,渝北区,27,main,ORI低,乡村/自然,无/极少建筑,稳定
6410_106.68367735_29.7567249762_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/6410_106.68367735_29.7567249762_180_202305.jpg,6410,180,R083C085,渝北区,27,main,ORI低,乡村/自然,无/极少建筑,稳定
6410_106.68367735_29.7567249762_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/6410_106.68367735_29.7567249762_0_202305.jpg,6410,0,R083C085,渝北区,27,main,ORI低,乡村/自然,无/极少建筑,稳定
6410_106.68367735_29.7567249762_270_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/6410_106.68367735_29.7567249762_270_202305.jpg,6410,270,R083C085,渝北区,27,main,ORI低,乡村/自然,无/极少建筑,稳定
5099_106.463235416_29.7580846169_180_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/5099_106.463235416_29.7580846169_180_202305.jpg,5099,180,R084C042,北碚区,327,main,ORI中,一般建成区,居住主导,稳定
5099_106.463235416_29.7580846169_0_202305.jpg,/Users/catherine/Desktop/风险管理/imgs500米间隔161922_副本2/最新四方图/5099_106.463235416_29.7580846169_0_202305.jpg,5099,0,R084C042,北碚区,327,main,ORI中,一般建成区,居住主导,稳定
