grid_id,district,ori_level,urban_type,func_zone,sv_quality,stability_level,sample_type,ORI_FLD_pct,ORI_FLD_class,GVI,SVF,BEI,SWI,builtness,complexity,FAR,bld_density,impervious_pct,road_density_major,bld_住宅_pct,slope_mean,pop_density_2023,n_sv_points,quality_score,single_point_grid,point_id,sample_id
R060C087,渝北区,ORI低,一般建成区,居住主导,低质量,基本稳定-局部变化,main,0.6899973302,4,0.5708427433333334,0.0261774075,0.00852712,0.0186258966666666,0.4021593733333333,0.4311442956752474,0.0,128.0,0.0,0.803,53.125,7.050300121307373,386.5,1,0.3333333333333333,1,5420,11
R099C072,渝北区,ORI低,一般建成区,居住主导,低质量,稳定,main,0.7586544451,4,0.2053728075,0.31004715,0.1277529366666666,0.0241673766666666,0.4993871,0.6793407843774751,0.0158,120.0,17.65,3.905,50.0,6.619100093841553,2388.7,1,0.3333333333333333,1,10888,12
R071C093,渝北区,ORI低,密集城区,混合/非居住,低质量,稳定,main,0.6875723058,4,0.34490585,0.2804489133333334,0.04159546,0.0300607675,0.42120234,0.6276714842091904,0.0,156.0,0.0,2.857,25.64102564102564,3.6110999584198,405.5,1,0.3333333333333333,1,15541,13
R107C078,渝北区,ORI低,一般建成区,无/极少建筑,低质量,基本稳定-局部变化,main,0.4582628816,3,0.0807409275,0.3679523449999999,0.0601552333333333,0.01025772,0.5396410633333333,0.606728492427674,0.0,4.0,6.57,9.448,0.0,10.296099662780762,178.6,1,0.3333333333333333,1,11203,14
R101C047,渝北区,ORI低,密集城区,居住主导,低质量,稳定,main,0.7856634333,4,0.25658544,0.1679887749999999,0.0603332525,0.0013093974999999,0.4825337733333333,0.653334714024402,0.0829,160.0,20.07,6.525,62.5,4.057199954986572,2243.1,1,0.3333333333333333,1,17915,15
R101C090,渝北区,ORI低,一般建成区,混合/非居住,低质量,稳定,main,0.2000088992,2,0.65100352,0.032327268,0.02721841,0.0117301933333333,0.2750981666666667,0.384050674286694,0.0,20.0,0.0,1.202,0.0,12.65060043334961,205.0,1,0.3333333333333333,1,12383,16
R071C091,渝北区,ORI低,一般建成区,居住主导,低质量,稳定,main,0.769333452,4,0.4621226,0.0843900066666666,0.0851542133333333,0.01655388,0.4862365733333333,0.5875357728852748,0.0,132.0,1.47,2.008,75.75757575757575,7.39900016784668,421.3,1,0.3333333333333333,1,1579,17
R083C080,渝北区,ORI低,一般建成区,混合/非居住,低质量,稳定,main,0.7233692267,4,0.23130735,0.3088575999999999,0.02639103,0.0154088333333333,0.4620833408333333,0.6361160639236302,0.0484,136.0,15.92,10.949,23.52941176470588,7.821199893951416,1873.1,2,0.6666666666666666,0,6415,18
R094C083,渝北区,ORI低,一般建成区,混合/非居住,低质量,稳定,main,0.2615466762,2,0.4014803566666667,0.3752415966666667,0.06928126,0.02849102,0.40986379,0.6526428699778236,0.0,68.0,0.0,1.225,47.05882352941176,12.503399848937988,554.4,1,0.3333333333333333,1,18276,19
R102C042,渝北区,ORI低,一般建成区,无/极少建筑,低质量,基本稳定-局部变化,main,0.7201655246,4,0.3126182516666667,0.3013343816666666,0.04608694625,0.0134846358333333,0.4448636366666666,0.6483117778465115,0.0006,4.0,9.56,8.333,100.0,10.49590015411377,141.5,2,0.6666666666666666,0,8236,20
R065C095,渝北区,ORI低,密集城区,混合/非居住,低质量,稳定,main,0.6924890985,4,0.3882497166666667,0.13498942,0.0342267366666666,0.0107663466666666,0.4069747966666666,0.5619143857190784,0.0,292.0,5.19,6.94,46.57534246575342,5.081500053405762,836.5,1,0.3333333333333333,1,1587,21
R104C056,渝北区,ORI低,一般建成区,混合/非居住,低质量,稳定,main,0.7696004272,4,0.22201411,0.31298828,0.02264913,0.00860119,0.4489300999999999,0.6210667174193671,0.028,92.0,16.61,3.449,4.3478260869565215,9.62049961090088,1755.0,1,0.3333333333333333,1,1446,22
R098C083,渝北区,ORI低,一般建成区,居住主导,低质量,稳定,main,0.299946605,2,0.4708741483333334,0.21748797125,0.0276858,0.03836123,0.2676792133333333,0.5583960276863273,0.0,84.0,2.08,10.351,76.19047619047619,8.587599754333496,337.1,2,0.6666666666666666,0,14508,23
R072C094,渝北区,ORI低,一般建成区,混合/非居住,低质量,稳定,main,0.4086722435,3,0.1898167899999999,0.3654276533333333,0.14897537,0.0045267733333333,0.43631617,0.6605350034794814,0.0,80.0,0.0,1.607,35.0,8.602399826049805,227.2,1,0.3333333333333333,1,1793,24
R076C091,渝北区,ORI低,密集城区,居住主导,低质量,稳定,main,0.4848936549,3,0.6566912366666667,0.0046920766666666,0.10598882,0.0059382133333333,0.352458,0.5643522685282947,0.0,180.0,0.0,7.581,80.0,8.19219970703125,596.4,1,0.3333333333333333,1,1571,25
R086C058,渝北区,ORI低,一般建成区,居住主导,低质量,稳定,main,0.7892675981,4,0.0998954766666666,0.357014655,0.168540955,0.002928735,0.44658661,0.6528269683172893,0.0,132.0,15.07,17.816,75.75757575757575,11.88319969177246,160.5,1,0.3333333333333333,1,13415,26
R083C085,渝北区,ORI低,乡村/自然,无/极少建筑,低质量,稳定,main,0.6037643499,4,0.33267085,0.37059784,0.0033963533333333,0.0461285933333333,0.3658752433333332,0.6440471234338182,0.0,4.0,0.74,15.256,100.0,5.797599792480469,521.5,1,0.3333333333333333,1,6410,27
R075C091,渝北区,ORI低,密集城区,居住主导,低质量,稳定,main,0.5664990656,3,0.5117759675,0.1471048966666666,0.0033505766666666,0.0318412766666666,0.3110758433333333,0.627189856231667,0.0,244.0,0.0,6.858,70.49180327868852,9.843999862670898,400.1,1,0.3333333333333333,1,1572,28
R085C085,渝北区,ORI低,一般建成区,居住主导,低质量,稳定,main,0.4663611284,3,0.1462961833333333,0.4162356066666667,0.0054879208333333,0.0079116825,0.43030262125,0.5484304284451383,0.0,96.0,1.1,6.739,50.0,3.971100091934204,875.1,2,0.6666666666666666,0,18501,29
R098C086,渝北区,ORI低,一般建成区,居住主导,低质量,稳定,main,0.1131084809,1,0.362193105,0.3650461866666666,0.018411635,0.028796195,0.3176409366666666,0.6288556729748874,0.0,128.0,0.0,5.711,90.625,10.809599876403809,356.7,1,0.3333333333333333,1,12394,30
R092C065,渝北区,ORI低,一般建成区,混合/非居住,低质量,稳定,main,0.6818100917,4,0.13134003,0.2903912866666666,0.10135905,0.01978938,0.5722796133333333,0.5990011799051407,0.0014,32.0,5.88,8.224,0.0,9.266200065612791,662.5,1,0.3333333333333333,1,5910,31
R090C091,渝北区,ORI低,一般建成区,居住主导,低质量,稳定,main,0.2681765596,2,0.3832715366666666,0.2768948866666667,0.0048789966666666,0.058508875,0.33498891,0.6151150199163022,0.0,12.0,0.0,1.204,100.0,20.70820045471191,388.3,1,0.3333333333333333,1,660,32
R105C081,渝北区,ORI低,密集城区,居住主导,低质量,稳定,main,0.7880662098,4,0.2175731674999999,0.1299578333333333,0.1363957733333333,0.0032183333333333,0.5375544233333334,0.6797316694851028,0.0831,276.0,26.84,4.971,63.76811594202898,3.853800058364868,2341.4,1,0.3333333333333333,1,15168,33
R066C100,渝北区,ORI低,一般建成区,居住主导,低质量,稳定,main,0.08520957551,1,0.5235850000000001,0.0745557166666666,0.00276184,0.0003954566666666,0.28764057,0.5172085816530806,0.0,48.0,0.0,3.655,75.0,14.476499557495115,271.7,1,0.3333333333333333,1,15499,34
R063C085,渝北区,ORI低,密集城区,混合/非居住,高质量,稳定,main,0.5375100116,3,0.2896834477777778,0.4133186341666667,0.0145621833333333,0.0063840016666666,0.2942835511111111,0.5574258452644261,0.0,188.0,0.0,7.276,42.5531914893617,6.661399841308594,712.5,5,1.0,0,5416,35
R099C063,渝北区,ORI中,密集城区,居住主导,低质量,稳定,main,0.9001512859,5,0.0619074499999999,0.04672368,0.4414520266666666,0.0003318775,0.8255144766666667,0.5970445010037456,1.6696,528.0,53.31,11.597,65.15151515151516,8.690400123596191,10464.9,1,0.3333333333333333,1,1493,36
R113C051,渝北区,ORI中,密集城区,混合/非居住,低质量,稳定,main,0.8600160185,5,0.01948166,0.0005044925,0.3844095866666666,0.002614975,0.7729008999999999,0.5622681446087815,0.3754,156.0,39.45,15.347,17.94871794871795,7.605500221252441,7263.1,1,0.3333333333333333,1,12560,37
R115C060,渝北区,ORI中,密集城区,居住主导,低质量,基本稳定-局部变化,main,0.865978464,5,0.0006626671428571,0.009687808,0.3642514566666666,0.0,0.98900757,0.317852540758959,0.0436,212.0,55.02,20.653,84.90566037735849,8.800299644470215,700.7,1,0.3333333333333333,1,14505,38
R109C053,渝北区,ORI中,密集城区,居住主导,低质量,稳定,main,0.8983714515,5,0.2635053,0.0849418649999999,0.35148239,0.0017115266666666,0.52605565,0.7136665566391908,0.3782,516.0,59.52,5.496,95.34883720930232,16.399099349975586,6353.6,1,0.3333333333333333,1,14811,39
R104C055,渝北区,ORI中,密集城区,居住主导,低质量,稳定,main,0.7939396636,4,0.0086784366666666,0.001078605,0.3146120733333333,0.000118255,0.6718940766666667,0.5809948916039773,0.072,296.0,22.43,3.793,77.02702702702703,11.706899642944336,1357.9,1,0.3333333333333333,1,1455,40
R104C061,渝北区,ORI中,密集城区,居住主导,低质量,稳定,main,0.8862240812,5,0.2895762149999999,0.0191497816666666,0.2906316116666666,0.0038867,0.6652641283333333,0.5498866403937557,0.9343,404.0,56.99,6.142,75.24752475247524,12.24250030517578,12078.1,2,0.6666666666666666,0,1507,41
R090C059,渝北区,ORI中,密集城区,居住主导,高质量,稳定,main,0.8736317522,5,0.0520808699999999,0.1752280381249999,0.2825425458333333,0.0087951827083333,0.7088041308333334,0.5022684096998539,0.0,444.0,55.15,14.346,76.57657657657657,7.520100116729736,3492.1,4,1.0,0,11854,42
R092C066,渝北区,ORI中,密集城区,居住主导,低质量,稳定,main,0.8722078847,5,0.04137929,0.19471232,0.2670084633333333,3.62375e-05,0.69755681,0.658979171934687,0.1545,344.0,51.9,12.363,52.32558139534884,12.147199630737305,3737.3,1,0.3333333333333333,1,5898,43
R075C085,渝北区,ORI中,密集城区,混合/非居住,低质量,稳定,main,0.8286909317,5,0.14311727,0.3445437758333333,0.04107984,0.03411070375,0.4723002133333334,0.6051532155040069,0.0,48.0,41.8,8.216,8.333333333333332,7.467700004577637,543.2,2,0.6666666666666666,0,17488,44
R092C059,渝北区,ORI中,密集城区,居住主导,高质量,稳定,main,0.8369226662,5,0.1403003277777778,0.2886704333333333,0.1219774866666666,0.0160325366666666,0.5260629652777778,0.6446129113700922,0.0,592.0,42.56,10.237,83.78378378378379,7.696300029754639,2537.5,3,1.0,0,14937,45
R108C051,渝北区,ORI中,密集城区,居住主导,低质量,基本稳定-局部变化,main,0.8567678206,5,0.1347265275,0.2910003666666667,0.10298538,0.004309655,0.608989715,0.6173297706133338,0.3423,204.0,43.38,13.877,96.07843137254902,13.627099990844728,1980.8,1,0.3333333333333333,1,14681,46
R099C082,渝北区,ORI中,一般建成区,混合/非居住,低质量,稳定,main,0.8209041559,5,0.16502571,0.4205697391666666,0.01823616,0.0682449333333333,0.4169979116666666,0.6064936415088471,0.0,32.0,38.28,9.899,12.5,7.144100189208984,729.4,2,0.6666666666666666,0,7414,47
R096C077,渝北区,ORI中,密集城区,混合/非居住,低质量,稳定,main,0.8856011391,5,0.12757619,0.4027760833333333,0.0140139266666666,0.0263430266666666,0.4812507633333333,0.6018745335206556,0.0185,92.0,59.56,7.423,43.47826086956522,13.613900184631348,717.3,1,0.3333333333333333,1,10137,48
R104C099,渝北区,ORI中,一般建成区,混合/非居住,低质量,稳定,main,0.8014149684,5,0.3294773099999999,0.2985026066666666,0.0246760033333333,0.0459585175,0.43138758,0.6396838965190654,0.0,44.0,26.64,5.366,36.36363636363637,13.572500228881836,309.4,1,0.3333333333333333,1,9812,49
R086C057,渝北区,ORI中,一般建成区,混合/非居住,高质量,基本稳定-局部变化,main,0.8252647504,5,0.0995343544444444,0.3491199288888889,0.0840138319444444,0.0125512033333333,0.4117682761111111,0.687977929842328,0.0,56.0,34.26,14.784,28.57142857142857,6.543300151824951,360.6,3,1.0,0,11860,50
R090C058,渝北区,ORI中,密集城区,混合/非居住,高质量,基本稳定-局部变化,main,0.8683367447,5,0.1004382233333333,0.3851235708333333,0.0119836588888888,0.0072249297222222,0.4402648077777777,0.6178189323854607,0.0,60.0,50.78,7.844,6.666666666666667,11.130499839782717,1466.0,3,1.0,0,7682,51
R101C049,渝北区,ORI中,密集城区,居住主导,低质量,稳定,main,0.8883153867,5,0.1675275166666666,0.1715040175,0.0735384633333333,0.002625465,0.5004081733333333,0.7110132722868524,0.0022,268.0,58.46,10.882,89.55223880597015,9.14780044555664,3078.4,1,0.3333333333333333,1,17923,52
R113C064,渝北区,ORI中,密集城区,混合/非居住,低质量,基本稳定-局部变化,main,0.9042894011,5,0.0950533566666666,0.3481597899999999,0.05999247,0.0006914149999999,0.4718341825,0.6372834877373174,0.2092,184.0,68.01,0.0,43.47826086956522,9.07009983062744,3928.3,1,0.3333333333333333,1,10842,53
R107C061,渝北区,ORI中,密集城区,居住主导,低质量,稳定,main,0.9095844086,5,0.2251269016666666,0.10335238875,0.0759213766666666,0.0106096262499999,0.54227066,0.6499397858949074,1.102,468.0,66.54,11.127,88.88888888888889,6.439799785614014,12519.8,2,0.6666666666666666,0,1437,54
R098C097,渝北区,ORI中,密集城区,混合/非居住,低质量,稳定,main,0.8654445137,5,0.0929985066666666,0.39836248,0.0333379133333333,0.01089287,0.4549242666666666,0.6551091890480137,0.5708,104.0,55.15,3.868,0.0,6.343900203704834,330.9,1,0.3333333333333333,1,9821,55
R101C054,渝北区,ORI中,密集城区,混合/非居住,低质量,稳定,main,0.907226128,5,0.17993291,0.26673762,0.14560954,0.0023260125,0.5653127033333333,0.6543986708303372,0.5885,148.0,67.82,1.672,16.216216216216218,6.07390022277832,2688.9,1,0.3333333333333333,1,19234,56
R107C072,渝北区,ORI中,密集城区,混合/非居住,低质量,稳定,main,0.9075820949,5,0.1008822133333333,0.4185892733333333,0.059511185,0.0111033133333333,0.4969952933333333,0.5722750662921997,0.0142,76.0,65.4,13.606,47.368421052631575,15.207500457763672,467.9,1,0.3333333333333333,1,19185,57
R106C058,渝北区,ORI中,密集城区,混合/非居住,低质量,稳定,main,0.8082673311,5,0.1081212366666666,0.3548978166666667,0.1946182233333333,0.00396983,0.5268643666666667,0.6304382897115525,0.352,324.0,28.31,2.964,49.382716049382715,10.049099922180176,2859.8,1,0.3333333333333333,1,12929,58
R084C078,渝北区,ORI中,密集城区,混合/非居住,高质量,稳定,main,0.8974370384,5,0.2953542077777777,0.1968616911111111,0.0685682302777777,0.0009543099999999,0.4889534866666666,0.6100315271007405,0.7924,360.0,62.5,4.09,0.0,5.780099868774414,4634.8,3,1.0,0,20321,59
R106C059,渝北区,ORI中,密集城区,居住主导,低质量,稳定,main,0.9069591528,5,0.2256418866666666,0.3040122966666667,0.0434214266666666,0.0175552375,0.4595959966666667,0.6644462148756137,0.8247,616.0,60.21,8.443,91.55844155844156,5.067599773406982,11821.9,1,0.3333333333333333,1,1423,60
R084C079,渝北区,ORI中,密集城区,混合/非居住,低质量,稳定,main,0.8881374032,5,0.20090866,0.3292160033333333,0.0624809266666666,0.00030136,0.4647013333333333,0.5909768681660518,0.47,356.0,61.33,4.109,6.741573033707865,7.594799995422363,4153.1,1,0.3333333333333333,1,7566,61
R090C073,渝北区,ORI中,密集城区,居住主导,低质量,稳定,main,0.8332740055,5,0.2041581483333333,0.07319498125,0.2266783699999999,0.001858235,0.6311543783333333,0.7013319957467079,0.8404,444.0,40.23,2.046,94.5945945945946,9.746500015258787,9600.6,2,0.6666666666666666,0,18281,62
R121C060,渝北区,ORI中,密集城区,居住主导,低质量,稳定,main,0.8710509923,5,0.4041455599999999,0.10090828,0.1714312233333333,0.0022573475,0.4640846233333333,0.705336160983611,0.9097,316.0,52.6,5.28,56.9620253164557,11.961700439453123,10199.8,1,0.3333333333333333,1,1395,63
R079C082,渝北区,ORI中,密集城区,混合/非居住,低质量,稳定,main,0.8568568123,5,0.22383499,0.2125091566666666,0.2391115833333333,0.0104955033333333,0.5598259,0.7014384796939513,0.089,192.0,45.22,5.254,18.75,8.659199714660645,5300.8,1,0.3333333333333333,1,7643,64
R099C041,渝北区,ORI中,一般建成区,混合/非居住,低质量,稳定,main,0.8549879861,5,0.4212608333333332,0.10875575,0.00275548,0.0075397474999999,0.448211665,0.4850261117593064,0.0,12.0,10.66,1.643,0.0,5.283400058746338,268.0,1,0.3333333333333333,1,8261,65
R104C098,渝北区,ORI中,密集城区,混合/非居住,高质量,稳定,main,0.8894722791,5,0.2089383880555555,0.3174319799999999,0.0214970911111111,0.0520812144444444,0.4513965197222222,0.6339195491443487,1.1067,96.0,60.55,10.804,8.333333333333332,7.229499816894531,1097.6,3,1.0,0,4814,66
R094C057,渝北区,ORI中,密集城区,居住主导,低质量,稳定,main,0.9168372341,5,0.1509413716666666,0.2605031316666666,0.12199529,0.00213479875,0.61141348,0.6771506113799319,0.0,364.0,71.63,15.419,63.73626373626373,4.303299903869629,1342.0,2,0.6666666666666666,0,13398,67
R101C048,渝北区,ORI中,密集城区,居住主导,低质量,稳定,main,0.8436860372,5,0.373228705,0.0780385333333333,0.0491460183333333,0.0255635566666666,0.4200592066666667,0.6574718222009359,0.3317,636.0,39.79,8.355,93.71069182389935,5.729100227355957,11684.3,2,0.6666666666666666,0,8238,68
R107C046,渝北区,ORI中,密集城区,居住主导,低质量,稳定,main,0.8635756875,5,0.1445757566666666,0.23052597,0.15952555,0.0082550066666666,0.3817710833333333,0.7763829253344005,0.0851,92.0,50.74,7.637,86.95652173913044,4.8165998458862305,1146.9,1,0.3333333333333333,1,8244,69
R115C059,渝北区,ORI高,密集城区,混合/非居住,低质量,稳定,main,0.9361929341,5,0.00242901,0.02421697,0.52076467,0.00010109,0.8805948933333333,0.5795672091677418,0.2164,216.0,80.97,14.991,7.4074074074074066,6.153600215911865,3777.7,1,0.3333333333333333,1,10840,70
R098C066,渝北区,ORI高,密集城区,混合/非居住,低质量,稳定,main,0.9323217941,5,0.0549443566666666,0.03920873,0.4867973333333333,0.0003833774999999,0.7386449199999999,0.6338174050054172,1.9421,248.0,77.51,10.229,0.0,5.495699882507324,6801.8,1,0.3333333333333333,1,1505,71
R118C057,渝北区,ORI高,密集城区,居住主导,低质量,稳定,main,0.9541247664,5,0.06905619,0.1389071166666666,0.44216919,0.00105667,0.66653315,0.7058059092953204,1.1616,724.0,88.24,11.307,77.34806629834254,9.776599884033203,12931.3,1,0.3333333333333333,1,15600,72
R109C063,渝北区,ORI高,密集城区,混合/非居住,低质量,稳定,main,0.9760167304,5,0.0008217942857142,0.20931371,0.3871917733333332,0.0,0.6941057833333333,0.5940146613297236,1.2588,312.0,88.58,13.006,30.76923076923077,5.288599967956543,12833.5,1,0.3333333333333333,1,1429,73
R118C052,渝北区,ORI高,密集城区,居住主导,高质量,稳定,main,0.9971522648,5,0.1324702358333333,0.0356202647222222,0.3708578306666666,0.0,0.6827685047222222,0.5909982375608808,1.7098,648.0,94.49,16.713,86.41975308641975,5.222799777984619,23842.9,3,1.0,0,3213,74
R089C067,渝北区,ORI高,密集城区,居住主导,低质量,稳定,main,0.9296075465,5,0.11827723,0.0721028666666666,0.36773936,0.00023365,0.5938695266666666,0.7183322190344423,0.0624,440.0,71.69,10.823,79.0909090909091,9.044500350952148,2013.8,1,0.3333333333333333,1,17773,75
R120C053,渝北区,ORI高,密集城区,居住主导,低质量,稳定,main,0.9894989766,5,0.060010275,0.1343873341666666,0.3285833999999999,0.00933869625,0.7271614083333333,0.6736091083254854,2.0685,828.0,96.69,10.755,94.68599033816425,7.491399765014648,24470.8,2,0.6666666666666666,0,18671,76
R095C067,渝北区,ORI高,密集城区,居住主导,低质量,稳定,main,0.9536798078,5,0.0781364433333333,0.1710942566666666,0.3088544233333333,0.0111227025,0.69185257,0.6469357726468504,0.1161,548.0,84.93,15.837,78.1021897810219,10.926600456237791,503.4,1,0.3333333333333333,1,15195,77
R115C052,渝北区,ORI高,密集城区,居住主导,低质量,稳定,main,0.952967874,5,0.4041735333333333,0.0705426533333333,0.061205865,0.00089836,0.4332656866666666,0.6411568569493257,0.9133,492.0,81.25,10.227,81.30081300813008,5.908899784088135,18339.7,1,0.3333333333333333,1,20582,78
R105C072,渝北区,ORI高,密集城区,混合/非居住,低质量,稳定,main,0.9979976862,5,0.10582352,0.3471109070833333,0.0662535041666666,0.0147525470833333,0.5056940733333334,0.6275546981668767,0.0768,356.0,98.9,23.195,26.96629213483146,15.00220012664795,5915.1,2,0.6666666666666666,0,20389,79
R117C056,渝北区,ORI高,密集城区,居住主导,低质量,稳定,main,0.9741034084,5,0.252492905,0.1666132616666666,0.1213410683333333,0.0014355983333333,0.5194638583333333,0.6727153493787719,1.5711,652.0,93.01,15.284,76.07361963190185,7.554200172424316,14167.3,2,0.6666666666666666,0,8623,80
R103C047,渝北区,ORI高,密集城区,居住主导,低质量,稳定,main,0.9559046009,5,0.2535069783333333,0.2920468633333333,0.0405228913333333,0.031031925,0.4085380220833333,0.7104208760364126,0.0443,212.0,80.28,7.871,54.71698113207547,8.717599868774414,5591.1,2,0.6666666666666666,0,1447,81
R114C046,渝北区,ORI高,密集城区,混合/非居住,低质量,稳定,main,0.9956839014,5,0.20365397,0.3296305333333333,0.04040273,0.0011816025,0.3925641366666666,0.6685731996423004,1.6766,248.0,94.92,10.548,20.967741935483872,8.851699829101562,14592.9,1,0.3333333333333333,1,984,82
R111C046,渝北区,ORI高,密集城区,居住主导,高质量,稳定,main,0.9899439352,5,0.1832703488888888,0.2191658011111111,0.1102943422222222,0.0011601972222222,0.52730306,0.6735244909840427,0.9883,1160.0,94.53,6.755,95.17241379310344,7.647600173950195,18897.3,3,1.0,0,970,83
R108C070,渝北区,ORI高,密集城区,混合/非居住,低质量,基本稳定-局部变化,main,0.9837145146,5,0.0790664325,0.39594841,0.0604391095833333,0.0152740475,0.5336017620833333,0.5838113001030597,0.0575,68.0,93.75,14.615,17.647058823529413,13.46399974822998,1558.4,2,0.6666666666666666,0,19187,84
R105C073,渝北区,ORI高,密集城区,混合/非居住,低质量,稳定,main,0.9896324642,5,0.0147762325,0.4058049533333333,0.09320704,0.0012731574999999,0.5391286233333332,0.5563257676075088,0.0206,428.0,96.88,8.536,13.084112149532707,10.617600440979004,4774.4,1,0.3333333333333333,1,19168,85
R099C070,渝北区,ORI高,密集城区,居住主导,低质量,稳定,main,0.9759722346,5,0.3664919566666667,0.0275383,0.0868059799999999,0.00148201,0.4641666425,0.6022122681544154,1.4253,760.0,86.33,7.287,84.73684210526315,8.523799896240234,16573.3,1,0.3333333333333333,1,17713,86
R082C075,渝北区,ORI高,密集城区,混合/非居住,低质量,稳定,main,0.9464269823,5,0.2573216733333333,0.13684082,0.0823580433333333,3.71925e-05,0.5777727766666666,0.6465598326343976,1.5116,168.0,77.51,15.746,9.523809523809524,8.604499816894531,4919.0,1,0.3333333333333333,1,3248,87
R108C049,渝北区,ORI高,密集城区,混合/非居住,低质量,稳定,main,0.9821126635,5,0.0614725766666666,0.3979822800000001,0.09621938,0.03351784,0.483343125,0.616073281239062,0.684,92.0,94.14,1.704,0.0,7.172999858856201,2400.0,1,0.3333333333333333,1,4550,88
R116C057,渝北区,ORI高,密集城区,混合/非居住,低质量,稳定,main,0.9260923734,5,0.30384318,0.27581787,0.0118376408333333,0.0238952633333333,0.4464950566666666,0.592397040189877,0.2913,352.0,77.51,9.04,37.5,9.131999969482422,4524.0,2,0.6666666666666666,0,7946,89
R106C056,渝北区,ORI高,密集城区,居住主导,低质量,稳定,main,0.9427338258,5,0.10154152,0.22989273,0.1941566483333333,0.0012707712499999,0.5785210916666668,0.7121179575243339,0.4815,484.0,78.2,9.139,52.89256198347107,7.879799842834473,13250.5,2,0.6666666666666666,0,14694,90
R091C073,渝北区,ORI高,密集城区,居住主导,高质量,稳定,main,0.9840704814,5,0.1953383522222222,0.1153399161111111,0.2249423136111111,0.003944715,0.6620012922222221,0.662453191886593,3.2306,936.0,93.01,13.719,79.91452991452992,5.209199905395508,20373.9,3,1.0,0,18279,91
R114C048,渝北区,ORI高,密集城区,居住主导,低质量,稳定,main,0.9322772982,5,0.3719431566666666,0.0635007233333333,0.10211309,0.0,0.4757728566666666,0.644625044551301,0.6716,336.0,75.37,13.104,59.523809523809526,7.148600101470947,12581.6,1,0.3333333333333333,1,21319,92
